User ID,Age,Course,Topic,Difficulty Level,Video Time (mins),Article Time (mins),Hands-on Time (mins),Quiz Time (mins),Quiz Score (%),Progress (%),Attempts,Detected Learning Style (VARK),Recommended Learning Style
2076,24,C++,Data Visualization,Medium,3,51,43,20,59,8,5,Reading/Writing,More Articles
2077,18,Java,OOP,Hard,36,40,6,13,68,1,1,Reading/Writing,More Articles
2078,25,C++,Sorting Algorithms,Medium,17,32,43,19,55,84,5,Kinesthetic,More Hands-On Exercises
2079,23,Machine Learning,Sorting Algorithms,Medium,46,53,25,11,42,69,5,Reading/Writing,More Articles
2080,25,Machine Learning,Regression,Medium,30,13,10,26,92,65,4,Visual,More Videos
2081,23,Data Science,Loops,Medium,32,32,39,11,78,50,4,Kinesthetic,More Hands-On Exercises
2082,20,C++,Data Visualization,Medium,34,19,38,24,3,34,2,Kinesthetic,More Hands-On Exercises
2083,18,Data Science,Regression,Hard,5,15,40,24,79,17,3,Kinesthetic,More Hands-On Exercises
2084,21,Python,OOP,Medium,44,12,19,9,44,71,3,Visual,More Videos
2085,22,Data Science,Regression,Hard,12,23,39,30,77,68,5,Kinesthetic,More Hands-On Exercises
2086,21,Machine Learning,Regression,Medium,47,21,45,21,2,63,2,Visual,More Videos
2087,23,Java,Sorting Algorithms,Hard,24,40,1,16,61,99,5,Reading/Writing,More Articles
2088,24,Python,Regression,Hard,34,43,23,25,10,79,3,Reading/Writing,More Articles
2089,22,Java,OOP,Hard,2,0,21,30,46,18,4,Kinesthetic,More Hands-On Exercises
2090,21,C++,OOP,Hard,50,3,42,26,17,94,2,Visual,More Videos
2091,18,Data Science,OOP,Hard,25,10,56,8,17,3,4,Kinesthetic,More Hands-On Exercises
2092,22,Machine Learning,Loops,Easy,35,22,10,16,90,65,3,Visual,More Videos
2093,24,Data Science,Data Visualization,Easy,53,53,14,26,32,17,4,Visual,More Videos
2094,18,C++,Regression,Hard,47,40,42,18,77,45,4,Visual,More Videos
2095,24,Python,Sorting Algorithms,Easy,50,31,19,11,70,51,2,Visual,More Videos
2096,25,Python,Sorting Algorithms,Medium,13,28,52,14,38,27,2,Kinesthetic,More Hands-On Exercises
2097,24,Data Science,Loops,Easy,57,22,10,7,80,51,4,Visual,More Videos
2098,24,Machine Learning,Regression,Easy,55,2,31,20,28,2,4,Visual,More Videos
2099,19,C++,Data Visualization,Easy,22,50,10,6,27,17,5,Reading/Writing,More Articles
2100,21,C++,Loops,Hard,21,57,22,15,26,74,3,Reading/Writing,More Articles
2101,22,C++,Sorting Algorithms,Hard,32,43,18,14,84,66,4,Reading/Writing,More Articles
2102,24,Java,Data Visualization,Hard,28,35,37,16,49,76,2,Kinesthetic,More Hands-On Exercises
2103,22,C++,Data Visualization,Medium,57,34,8,11,25,70,3,Visual,More Videos
2104,24,Java,OOP,Medium,6,30,12,16,83,30,4,Reading/Writing,More Articles
2105,24,Python,Data Visualization,Hard,38,44,54,11,14,19,5,Kinesthetic,More Hands-On Exercises
2106,19,Data Science,Sorting Algorithms,Medium,28,33,44,19,8,49,3,Kinesthetic,More Hands-On Exercises
2107,25,Java,OOP,Easy,54,32,0,27,42,42,2,Visual,More Videos
2108,24,Machine Learning,Loops,Easy,3,23,33,5,94,97,2,Kinesthetic,More Hands-On Exercises
2109,23,C++,Regression,Medium,49,19,37,5,36,51,3,Visual,More Videos
2110,21,Data Science,Data Visualization,Medium,50,25,56,12,20,29,2,Kinesthetic,More Hands-On Exercises
2111,19,Machine Learning,Regression,Medium,33,56,55,30,49,1,5,Reading/Writing,More Articles
2112,21,Data Science,Sorting Algorithms,Medium,51,39,10,27,84,54,3,Visual,More Videos
2113,22,Java,Loops,Hard,40,53,53,14,62,90,4,Reading/Writing,More Articles
2114,23,Data Science,Regression,Easy,31,25,8,9,23,16,3,Visual,More Videos
2115,20,Machine Learning,Sorting Algorithms,Medium,49,29,60,27,14,90,1,Kinesthetic,More Hands-On Exercises
2116,21,Data Science,Regression,Medium,51,26,4,18,88,32,5,Visual,More Videos
2117,24,C++,Sorting Algorithms,Hard,55,3,12,15,9,69,4,Visual,More Videos
2118,20,Python,Sorting Algorithms,Medium,31,27,44,17,37,33,4,Kinesthetic,More Hands-On Exercises
2119,18,Python,Sorting Algorithms,Hard,27,42,19,22,62,9,2,Reading/Writing,More Articles
2120,21,Data Science,OOP,Easy,45,52,44,19,91,41,5,Reading/Writing,More Articles
2121,20,C++,Loops,Easy,17,57,16,21,21,32,5,Reading/Writing,More Articles
2122,20,Machine Learning,Data Visualization,Medium,58,49,55,29,31,93,1,Visual,More Videos
2123,19,C++,OOP,Hard,23,17,10,10,35,44,2,Visual,More Videos
2124,22,Java,OOP,Hard,27,43,14,19,17,85,1,Reading/Writing,More Articles
2125,21,Data Science,OOP,Medium,48,12,28,13,30,3,3,Visual,More Videos
2126,18,Data Science,Data Visualization,Hard,15,21,33,17,20,34,2,Kinesthetic,More Hands-On Exercises
2127,23,Machine Learning,Data Visualization,Hard,30,45,51,16,16,10,3,Kinesthetic,More Hands-On Exercises
2128,19,Java,OOP,Medium,58,1,47,6,71,65,1,Visual,More Videos
2129,22,Data Science,OOP,Medium,50,21,3,29,44,2,3,Visual,More Videos
2130,25,Java,Regression,Easy,0,12,39,18,38,59,2,Kinesthetic,More Hands-On Exercises
2131,22,Data Science,OOP,Easy,12,46,8,5,77,39,1,Reading/Writing,More Articles
2132,18,C++,Loops,Medium,22,33,58,25,41,93,3,Kinesthetic,More Hands-On Exercises
2133,20,Python,Regression,Medium,59,49,31,14,83,87,2,Visual,More Videos
2134,23,Data Science,Regression,Hard,1,40,34,6,28,85,1,Reading/Writing,More Articles
2135,22,Data Science,Regression,Medium,20,31,41,6,36,9,4,Kinesthetic,More Hands-On Exercises
2136,24,Data Science,Regression,Hard,13,58,25,15,88,71,3,Reading/Writing,More Articles
2137,21,C++,Regression,Easy,10,55,31,16,31,40,2,Reading/Writing,More Articles
2138,24,C++,OOP,Medium,10,53,28,6,47,75,3,Reading/Writing,More Articles
2139,23,Java,Data Visualization,Medium,8,47,21,14,67,83,3,Reading/Writing,More Articles
2140,18,C++,OOP,Easy,53,44,42,9,5,64,5,Visual,More Videos
2141,19,C++,Sorting Algorithms,Easy,0,35,6,12,45,22,5,Reading/Writing,More Articles
2142,20,Java,Sorting Algorithms,Hard,22,19,6,12,51,57,1,Visual,More Videos
2143,21,C++,Data Visualization,Medium,3,13,17,22,54,25,1,Kinesthetic,More Hands-On Exercises
2144,20,Machine Learning,Sorting Algorithms,Medium,51,8,17,10,33,56,2,Visual,More Videos
2145,22,C++,OOP,Hard,16,4,22,23,21,91,2,Kinesthetic,More Hands-On Exercises
2146,22,Machine Learning,OOP,Hard,15,17,52,12,58,99,4,Kinesthetic,More Hands-On Exercises
2147,23,Python,Data Visualization,Hard,0,16,19,10,18,26,5,Kinesthetic,More Hands-On Exercises
2148,24,C++,Data Visualization,Hard,0,39,44,8,43,22,1,Kinesthetic,More Hands-On Exercises
2149,22,Python,OOP,Hard,40,36,27,16,58,14,3,Visual,More Videos
2150,20,Data Science,Data Visualization,Easy,57,10,37,16,97,77,5,Visual,More Videos
2151,19,Data Science,Sorting Algorithms,Hard,3,53,12,9,18,25,2,Reading/Writing,More Articles
2152,19,Data Science,Loops,Medium,60,35,59,22,38,31,1,Visual,More Videos
2153,21,Python,Sorting Algorithms,Hard,51,8,44,7,95,67,5,Visual,More Videos
2154,21,C++,Regression,Medium,34,47,7,13,49,67,5,Reading/Writing,More Articles
2155,20,Java,OOP,Medium,51,43,12,20,77,43,4,Visual,More Videos
2156,20,Machine Learning,OOP,Medium,24,44,26,15,71,57,1,Reading/Writing,More Articles
2157,22,Data Science,Loops,Medium,44,14,6,22,1,54,2,Visual,More Videos
2158,21,Python,OOP,Hard,38,3,36,9,94,9,5,Visual,More Videos
2159,21,Java,Regression,Easy,56,35,54,9,18,72,3,Visual,More Videos
2160,22,C++,Regression,Medium,14,22,40,26,11,50,4,Kinesthetic,More Hands-On Exercises
2161,23,Machine Learning,Sorting Algorithms,Medium,60,0,56,7,37,1,3,Visual,More Videos
2162,22,Python,Sorting Algorithms,Medium,21,5,5,23,93,63,3,Visual,More Videos
2163,19,Java,Sorting Algorithms,Medium,19,38,53,5,98,92,4,Kinesthetic,More Hands-On Exercises
2164,18,Data Science,Regression,Easy,20,31,32,19,14,32,2,Kinesthetic,More Hands-On Exercises
2165,19,C++,Regression,Medium,24,58,6,15,17,31,5,Reading/Writing,More Articles
2166,20,Data Science,Loops,Hard,11,29,51,13,84,40,4,Kinesthetic,More Hands-On Exercises
2167,25,Java,Loops,Easy,30,25,25,9,82,4,5,Visual,More Videos
2168,21,Data Science,Data Visualization,Hard,32,27,34,18,88,95,2,Kinesthetic,More Hands-On Exercises
2169,22,C++,Regression,Hard,50,42,21,23,5,5,1,Visual,More Videos
2170,19,C++,Regression,Hard,15,16,4,5,65,2,5,Reading/Writing,More Articles
2171,21,Python,Regression,Medium,20,46,44,13,61,37,4,Reading/Writing,More Articles
2172,23,C++,Sorting Algorithms,Easy,30,58,60,19,98,12,2,Kinesthetic,More Hands-On Exercises
2173,25,Data Science,Loops,Medium,53,10,56,25,36,13,4,Kinesthetic,More Hands-On Exercises
2174,23,Data Science,OOP,Easy,34,1,28,10,4,2,4,Visual,More Videos
2175,18,Python,Sorting Algorithms,Hard,24,0,45,28,49,53,3,Kinesthetic,More Hands-On Exercises
2176,18,Java,Loops,Easy,43,19,55,14,6,55,3,Kinesthetic,More Hands-On Exercises
2177,22,Java,OOP,Easy,43,30,40,6,27,33,3,Visual,More Videos
2178,23,Machine Learning,Regression,Medium,26,54,47,14,41,24,1,Reading/Writing,More Articles
2179,24,Java,Data Visualization,Medium,54,55,51,19,97,46,1,Reading/Writing,More Articles
2180,18,Java,Regression,Easy,4,12,31,9,5,98,1,Kinesthetic,More Hands-On Exercises
2181,25,Python,Sorting Algorithms,Medium,28,12,21,29,50,83,5,Visual,More Videos
2182,23,C++,Data Visualization,Medium,57,39,5,8,97,84,5,Visual,More Videos
2183,25,Python,Sorting Algorithms,Medium,27,51,7,11,97,33,1,Reading/Writing,More Articles
2184,25,Data Science,Data Visualization,Easy,24,20,6,10,16,86,1,Visual,More Videos
2185,20,Java,Data Visualization,Medium,2,45,36,23,26,31,1,Reading/Writing,More Articles
2186,19,Data Science,Data Visualization,Medium,1,33,6,17,70,32,4,Reading/Writing,More Articles
2187,19,Python,Data Visualization,Hard,56,25,57,11,76,41,4,Kinesthetic,More Hands-On Exercises
2188,24,Data Science,Loops,Medium,39,51,32,28,7,29,2,Reading/Writing,More Articles
2189,22,Data Science,Sorting Algorithms,Easy,48,19,42,18,88,56,3,Visual,More Videos
2190,24,C++,Data Visualization,Medium,21,42,50,29,87,14,5,Kinesthetic,More Hands-On Exercises
2191,25,Machine Learning,OOP,Easy,37,27,6,22,68,87,3,Visual,More Videos
2192,20,Data Science,Loops,Easy,34,10,33,15,60,36,5,Visual,More Videos
2193,22,C++,OOP,Hard,5,15,29,14,94,93,1,Kinesthetic,More Hands-On Exercises
2194,23,Machine Learning,Data Visualization,Hard,60,24,31,28,97,97,5,Visual,More Videos
2195,19,Data Science,OOP,Hard,4,27,50,11,73,61,4,Kinesthetic,More Hands-On Exercises
2196,19,Java,Loops,Medium,7,48,34,30,2,89,1,Reading/Writing,More Articles
2197,18,Data Science,Sorting Algorithms,Medium,51,40,32,18,44,49,5,Visual,More Videos
2198,25,Data Science,Data Visualization,Hard,44,1,56,8,30,36,4,Kinesthetic,More Hands-On Exercises
2199,24,Python,Regression,Medium,58,10,0,22,43,68,1,Visual,More Videos
2200,21,C++,Regression,Easy,41,47,26,27,64,3,2,Reading/Writing,More Articles
2201,18,Machine Learning,OOP,Medium,29,23,44,12,16,73,2,Kinesthetic,More Hands-On Exercises
2202,22,Data Science,Data Visualization,Medium,12,30,26,17,36,55,3,Reading/Writing,More Articles
2203,19,Machine Learning,Data Visualization,Hard,48,5,24,19,35,86,2,Visual,More Videos
2204,18,C++,Loops,Easy,45,38,35,8,81,21,5,Visual,More Videos
2205,20,Data Science,Data Visualization,Hard,51,48,32,19,24,94,4,Visual,More Videos
2206,22,Machine Learning,Sorting Algorithms,Hard,38,44,20,14,14,66,5,Reading/Writing,More Articles
2207,19,C++,Sorting Algorithms,Hard,44,6,37,26,86,27,1,Visual,More Videos
2208,18,Java,Data Visualization,Medium,38,1,40,11,55,56,3,Kinesthetic,More Hands-On Exercises
2209,18,Java,OOP,Easy,19,34,13,5,18,78,4,Reading/Writing,More Articles
2210,20,Data Science,OOP,Medium,31,48,56,15,18,31,4,Kinesthetic,More Hands-On Exercises
2211,24,Machine Learning,Data Visualization,Hard,52,56,18,15,12,13,5,Reading/Writing,More Articles
2212,19,Machine Learning,OOP,Hard,15,20,47,11,2,94,4,Kinesthetic,More Hands-On Exercises
2213,20,Data Science,Data Visualization,Medium,9,52,32,20,21,49,3,Reading/Writing,More Articles
2214,21,C++,Loops,Hard,7,32,23,23,89,76,3,Reading/Writing,More Articles
2215,21,Machine Learning,Loops,Medium,1,7,47,17,98,47,3,Kinesthetic,More Hands-On Exercises
2216,25,Python,OOP,Medium,25,15,37,22,10,98,2,Kinesthetic,More Hands-On Exercises
2217,24,Java,Loops,Medium,38,52,28,6,31,91,5,Reading/Writing,More Articles
2218,22,Data Science,OOP,Medium,5,48,12,17,52,27,5,Reading/Writing,More Articles
2219,18,Java,OOP,Easy,48,9,50,12,76,97,5,Kinesthetic,More Hands-On Exercises
2220,20,Python,Regression,Hard,7,36,58,19,5,89,2,Kinesthetic,More Hands-On Exercises
2221,21,Data Science,Loops,Hard,41,18,31,27,40,78,4,Visual,More Videos
2222,19,C++,Data Visualization,Easy,47,12,10,13,90,23,4,Visual,More Videos
2223,19,Machine Learning,Data Visualization,Easy,21,40,44,16,42,21,4,Kinesthetic,More Hands-On Exercises
2224,20,Data Science,Loops,Hard,30,3,56,24,57,66,1,Kinesthetic,More Hands-On Exercises
2225,24,Machine Learning,OOP,Hard,48,31,33,19,17,97,5,Visual,More Videos
2226,19,C++,OOP,Easy,19,38,56,7,71,80,4,Kinesthetic,More Hands-On Exercises
2227,20,Python,Sorting Algorithms,Easy,21,22,30,21,65,12,1,Kinesthetic,More Hands-On Exercises
2228,21,Python,Loops,Hard,41,11,43,7,72,81,1,Kinesthetic,More Hands-On Exercises
2229,22,Data Science,Sorting Algorithms,Easy,46,13,3,13,40,14,2,Visual,More Videos
2230,22,Python,Regression,Hard,38,35,30,5,87,29,3,Visual,More Videos
2231,24,Machine Learning,Data Visualization,Medium,12,33,51,14,15,84,4,Kinesthetic,More Hands-On Exercises
2232,22,Python,Sorting Algorithms,Hard,20,14,30,15,84,33,4,Kinesthetic,More Hands-On Exercises
2233,24,C++,Loops,Easy,4,33,37,21,42,36,3,Kinesthetic,More Hands-On Exercises
2234,21,Data Science,Loops,Medium,52,4,22,12,84,42,3,Visual,More Videos
2235,20,Machine Learning,Sorting Algorithms,Easy,11,5,45,16,33,50,2,Kinesthetic,More Hands-On Exercises
2236,18,Java,Loops,Medium,36,40,56,30,47,5,5,Kinesthetic,More Hands-On Exercises
2237,19,C++,OOP,Easy,25,36,51,23,68,8,4,Kinesthetic,More Hands-On Exercises
2238,24,Python,OOP,Easy,55,25,22,16,100,72,4,Visual,More Videos
2239,24,Machine Learning,Data Visualization,Medium,34,30,57,13,58,59,1,Kinesthetic,More Hands-On Exercises
2240,21,Machine Learning,Loops,Medium,56,34,39,16,88,93,3,Visual,More Videos
2241,21,Python,Regression,Easy,22,48,60,17,80,70,4,Kinesthetic,More Hands-On Exercises
2242,21,Data Science,Regression,Medium,5,12,51,27,1,11,1,Kinesthetic,More Hands-On Exercises
2243,20,Java,Regression,Hard,46,26,47,21,31,50,1,Kinesthetic,More Hands-On Exercises
2244,22,Python,Loops,Hard,14,3,39,11,89,86,2,Kinesthetic,More Hands-On Exercises
2245,22,Machine Learning,Data Visualization,Easy,55,47,13,19,27,96,2,Visual,More Videos
2246,25,Data Science,OOP,Medium,24,13,18,11,91,85,5,Visual,More Videos
2247,20,Data Science,Data Visualization,Easy,5,30,42,29,65,60,3,Kinesthetic,More Hands-On Exercises
2248,21,Java,Sorting Algorithms,Hard,17,37,47,22,39,55,5,Kinesthetic,More Hands-On Exercises
2249,18,Python,Loops,Medium,55,42,40,16,50,51,2,Visual,More Videos
2250,25,C++,Regression,Medium,54,53,22,20,97,11,4,Visual,More Videos
2251,25,Machine Learning,Regression,Hard,32,30,17,18,45,8,2,Visual,More Videos
2252,25,Java,Regression,Medium,14,2,2,29,74,94,3,Visual,More Videos
2253,25,C++,Data Visualization,Hard,7,7,52,30,88,0,2,Kinesthetic,More Hands-On Exercises
2254,20,Java,Loops,Medium,37,57,27,22,15,81,4,Reading/Writing,More Articles
2255,25,C++,Data Visualization,Hard,43,59,35,5,94,52,2,Reading/Writing,More Articles
2256,19,Python,Regression,Medium,58,38,34,13,38,7,1,Visual,More Videos
2257,21,C++,Regression,Easy,45,12,5,16,75,44,2,Visual,More Videos
2258,24,C++,Data Visualization,Easy,2,50,4,16,13,29,3,Reading/Writing,More Articles
2259,25,Data Science,Loops,Easy,2,5,59,9,13,31,1,Kinesthetic,More Hands-On Exercises
2260,20,C++,Regression,Medium,16,48,39,10,37,57,4,Reading/Writing,More Articles
2261,20,Data Science,Loops,Easy,18,22,31,22,64,52,1,Kinesthetic,More Hands-On Exercises
2262,21,Machine Learning,Sorting Algorithms,Easy,29,26,60,8,87,8,1,Kinesthetic,More Hands-On Exercises
2263,20,Machine Learning,Data Visualization,Medium,29,31,44,24,71,15,5,Kinesthetic,More Hands-On Exercises
2264,24,Machine Learning,Sorting Algorithms,Medium,44,33,41,28,9,81,2,Visual,More Videos
2265,23,Python,OOP,Medium,41,13,25,19,4,72,3,Visual,More Videos
2266,23,Data Science,Data Visualization,Hard,57,47,28,17,11,18,2,Visual,More Videos
2267,20,Java,OOP,Hard,5,0,24,15,35,17,5,Kinesthetic,More Hands-On Exercises
2268,23,Machine Learning,OOP,Easy,53,15,5,25,13,63,4,Visual,More Videos
2269,24,C++,Data Visualization,Hard,19,42,47,10,30,57,2,Kinesthetic,More Hands-On Exercises
2270,21,Java,Regression,Medium,22,48,47,25,10,13,1,Reading/Writing,More Articles
2271,18,C++,Loops,Easy,22,25,37,25,85,31,1,Kinesthetic,More Hands-On Exercises
2272,25,C++,OOP,Medium,57,51,4,13,14,70,3,Visual,More Videos
2273,18,Java,Sorting Algorithms,Hard,25,51,45,28,16,65,4,Reading/Writing,More Articles
2274,20,Machine Learning,Data Visualization,Easy,45,50,34,9,58,81,5,Reading/Writing,More Articles
2275,24,Machine Learning,Data Visualization,Medium,13,15,18,27,52,84,1,Kinesthetic,More Hands-On Exercises
2276,19,C++,Data Visualization,Easy,9,54,19,10,46,79,1,Reading/Writing,More Articles
2277,23,Machine Learning,Loops,Hard,50,19,11,13,54,33,2,Visual,More Videos
2278,25,Data Science,Sorting Algorithms,Hard,13,21,53,7,87,14,1,Kinesthetic,More Hands-On Exercises
2279,23,Machine Learning,Regression,Easy,44,36,50,13,32,27,2,Kinesthetic,More Hands-On Exercises
2280,20,Data Science,Sorting Algorithms,Easy,32,55,51,14,1,40,4,Reading/Writing,More Articles
2281,23,Data Science,Sorting Algorithms,Medium,33,36,57,12,77,79,4,Kinesthetic,More Hands-On Exercises
2282,18,Java,Loops,Hard,24,38,47,7,98,63,2,Kinesthetic,More Hands-On Exercises
2283,23,Machine Learning,OOP,Hard,44,31,12,22,71,67,2,Visual,More Videos
2284,23,Machine Learning,Sorting Algorithms,Easy,47,51,22,28,23,46,3,Reading/Writing,More Articles
2285,21,C++,Loops,Easy,10,37,21,29,40,95,5,Reading/Writing,More Articles
2286,18,Java,Regression,Hard,20,25,36,24,91,91,3,Kinesthetic,More Hands-On Exercises
2287,24,Machine Learning,Sorting Algorithms,Easy,35,15,45,6,70,90,2,Kinesthetic,More Hands-On Exercises
2288,24,Python,OOP,Hard,30,16,13,15,5,33,1,Visual,More Videos
2289,22,Machine Learning,Data Visualization,Medium,38,23,1,5,47,60,1,Visual,More Videos
2290,20,C++,Data Visualization,Easy,46,20,47,5,55,53,2,Kinesthetic,More Hands-On Exercises
2291,24,C++,Regression,Easy,7,1,6,16,64,8,1,Visual,More Videos
2292,23,Java,Data Visualization,Medium,56,23,23,8,20,57,1,Visual,More Videos
2293,25,Java,Loops,Medium,30,43,50,5,83,80,5,Kinesthetic,More Hands-On Exercises
2294,20,Python,Sorting Algorithms,Easy,20,6,20,14,26,52,1,Visual,More Videos
2295,20,Data Science,Sorting Algorithms,Easy,36,3,39,20,45,30,5,Kinesthetic,More Hands-On Exercises
2296,19,Machine Learning,OOP,Medium,34,12,25,23,51,79,1,Visual,More Videos
2297,21,Machine Learning,OOP,Medium,0,19,16,15,64,74,3,Reading/Writing,More Articles
2298,18,Data Science,Data Visualization,Medium,36,16,35,30,48,98,3,Visual,More Videos
2299,19,Data Science,OOP,Medium,14,17,20,26,27,54,5,Kinesthetic,More Hands-On Exercises
2300,23,Java,Data Visualization,Hard,33,2,48,23,22,51,1,Kinesthetic,More Hands-On Exercises
2301,21,Machine Learning,Sorting Algorithms,Hard,13,56,22,20,67,25,3,Reading/Writing,More Articles
2302,18,Python,OOP,Hard,32,42,16,19,75,34,5,Reading/Writing,More Articles
2303,24,Java,Regression,Easy,11,29,23,11,0,75,5,Reading/Writing,More Articles
2304,19,C++,Regression,Medium,4,44,9,5,1,27,5,Reading/Writing,More Articles
2305,23,Java,OOP,Hard,3,37,45,19,79,48,5,Kinesthetic,More Hands-On Exercises
2306,19,Python,Sorting Algorithms,Easy,30,25,59,8,98,96,3,Kinesthetic,More Hands-On Exercises
2307,19,Python,OOP,Easy,3,17,32,28,9,87,5,Kinesthetic,More Hands-On Exercises
2308,22,Machine Learning,OOP,Medium,16,45,28,11,69,1,2,Reading/Writing,More Articles
2309,20,Python,Regression,Hard,42,1,2,14,55,42,5,Visual,More Videos
2310,24,Java,Data Visualization,Hard,8,36,24,25,4,89,5,Reading/Writing,More Articles
2311,21,Python,Loops,Easy,37,0,39,8,71,43,3,Kinesthetic,More Hands-On Exercises
2312,23,Data Science,Data Visualization,Hard,32,4,1,23,70,13,3,Visual,More Videos
2313,22,Machine Learning,Loops,Medium,13,37,10,9,14,87,2,Reading/Writing,More Articles
2314,24,Machine Learning,Sorting Algorithms,Hard,31,3,36,29,35,93,5,Kinesthetic,More Hands-On Exercises
2315,19,Java,OOP,Easy,23,24,40,16,90,64,4,Kinesthetic,More Hands-On Exercises
2316,21,Python,Loops,Easy,42,25,28,5,50,29,1,Visual,More Videos
2317,21,Machine Learning,Data Visualization,Hard,30,3,18,29,64,23,4,Visual,More Videos
2318,20,Python,OOP,Medium,35,17,19,10,30,97,2,Visual,More Videos
2319,20,Data Science,Data Visualization,Hard,29,6,48,13,23,56,1,Kinesthetic,More Hands-On Exercises
2320,24,Python,Data Visualization,Easy,34,34,60,25,15,8,3,Kinesthetic,More Hands-On Exercises
2321,22,Data Science,Loops,Hard,31,20,34,23,67,77,2,Kinesthetic,More Hands-On Exercises
2322,23,C++,Data Visualization,Medium,2,34,32,30,38,71,3,Reading/Writing,More Articles
2323,25,Machine Learning,OOP,Easy,54,55,36,29,51,68,1,Reading/Writing,More Articles
2324,20,Python,OOP,Hard,16,55,56,22,37,45,4,Kinesthetic,More Hands-On Exercises
2325,25,Data Science,Loops,Easy,24,4,18,28,41,81,1,Visual,More Videos
2326,22,Python,Loops,Medium,13,46,28,21,79,94,5,Reading/Writing,More Articles
2327,22,C++,Sorting Algorithms,Easy,48,52,48,23,53,34,4,Reading/Writing,More Articles
2328,23,C++,Loops,Hard,10,21,47,26,90,50,1,Kinesthetic,More Hands-On Exercises
2329,22,C++,Data Visualization,Easy,51,34,7,18,57,61,1,Visual,More Videos
2330,19,Machine Learning,Data Visualization,Hard,12,18,10,28,33,0,4,Reading/Writing,More Articles
2331,22,Data Science,Loops,Easy,51,36,57,15,65,73,5,Kinesthetic,More Hands-On Exercises
2332,24,Machine Learning,Data Visualization,Medium,21,15,56,26,52,61,3,Kinesthetic,More Hands-On Exercises
2333,22,Java,Loops,Hard,49,31,2,5,61,11,1,Visual,More Videos
2334,21,Data Science,Data Visualization,Hard,36,10,11,8,47,22,2,Visual,More Videos
2335,22,Machine Learning,Loops,Easy,4,44,34,27,11,15,1,Reading/Writing,More Articles
2336,20,Machine Learning,Loops,Medium,54,58,47,27,86,21,4,Reading/Writing,More Articles
2337,21,Data Science,Loops,Easy,34,51,8,24,27,48,2,Reading/Writing,More Articles
2338,20,Java,OOP,Easy,55,11,52,13,95,53,3,Visual,More Videos
2339,22,Java,Regression,Medium,27,17,30,26,12,86,5,Kinesthetic,More Hands-On Exercises
2340,23,Python,Regression,Hard,0,42,17,19,100,16,5,Reading/Writing,More Articles
2341,19,Python,Regression,Medium,51,57,21,30,66,58,2,Reading/Writing,More Articles
2342,21,Data Science,Sorting Algorithms,Easy,48,52,37,29,93,68,4,Reading/Writing,More Articles
2343,21,Python,Sorting Algorithms,Medium,3,27,31,21,38,67,5,Kinesthetic,More Hands-On Exercises
2344,20,Data Science,OOP,Hard,15,30,51,12,88,26,5,Kinesthetic,More Hands-On Exercises
2345,25,C++,Data Visualization,Easy,20,18,32,8,11,77,5,Kinesthetic,More Hands-On Exercises
2346,24,Data Science,Sorting Algorithms,Easy,7,56,47,27,23,2,2,Reading/Writing,More Articles
2347,18,Java,Loops,Medium,39,48,6,28,19,43,1,Reading/Writing,More Articles
2348,18,Java,OOP,Medium,20,38,9,9,37,33,1,Reading/Writing,More Articles
2349,18,C++,OOP,Hard,8,51,46,29,57,53,5,Reading/Writing,More Articles
2350,20,Java,OOP,Medium,31,31,17,28,68,13,4,Visual,More Videos
2351,23,Machine Learning,Regression,Easy,23,9,18,21,55,71,2,Visual,More Videos
2352,19,Data Science,Loops,Hard,8,47,28,6,69,10,3,Reading/Writing,More Articles
2353,18,Data Science,OOP,Easy,34,21,42,29,28,74,3,Kinesthetic,More Hands-On Exercises
2354,21,Data Science,Sorting Algorithms,Medium,54,9,47,14,61,20,1,Visual,More Videos
2355,20,Machine Learning,Regression,Hard,48,5,44,6,69,64,1,Visual,More Videos
2356,22,Data Science,OOP,Easy,6,29,57,10,14,84,5,Kinesthetic,More Hands-On Exercises
2357,19,Java,Regression,Hard,4,2,27,7,60,25,1,Kinesthetic,More Hands-On Exercises
2358,18,C++,Loops,Hard,53,58,23,14,97,15,5,Reading/Writing,More Articles
2359,20,Java,Data Visualization,Medium,23,38,33,10,11,3,5,Reading/Writing,More Articles
2360,23,Data Science,Regression,Hard,23,26,44,9,42,64,5,Kinesthetic,More Hands-On Exercises
2361,23,C++,Loops,Medium,30,51,27,11,81,91,3,Reading/Writing,More Articles
2362,18,Data Science,Sorting Algorithms,Easy,48,49,31,12,98,83,3,Reading/Writing,More Articles
2363,19,Python,Sorting Algorithms,Medium,41,52,49,12,66,63,2,Reading/Writing,More Articles
2364,23,C++,Loops,Medium,60,5,31,25,83,94,2,Visual,More Videos
2365,25,C++,Data Visualization,Easy,19,19,24,23,6,93,5,Kinesthetic,More Hands-On Exercises
2366,18,Java,OOP,Easy,3,21,46,25,61,68,2,Kinesthetic,More Hands-On Exercises
2367,23,C++,Loops,Medium,54,53,35,25,17,38,4,Visual,More Videos
2368,24,Data Science,Regression,Medium,1,45,26,22,19,70,3,Reading/Writing,More Articles
2369,24,C++,Data Visualization,Medium,24,39,57,8,52,64,4,Kinesthetic,More Hands-On Exercises
2370,18,Data Science,Loops,Medium,42,19,12,26,88,35,1,Visual,More Videos
2371,21,C++,Data Visualization,Medium,22,48,35,26,2,94,3,Reading/Writing,More Articles
